Temp Current,Temp Hourly,Temp Hourly.1,Temp Hourly.2,Temp Hourly.3,Temp Hourly.4,Temp Hourly.5,Temp Hourly.6,Temp Hourly.7,Temp Hourly.8,Temp Hourly.9,Temp Hourly.10,Temp Hourly.11,Clouds Current,Clouds Hourly,Clouds Hourly.1,Clouds Hourly.2,Clouds Hourly.3,Clouds Hourly.4,Clouds Hourly.5,Clouds Hourly.6,Clouds Hourly.7,Clouds Hourly.8,Clouds Hourly.9,Clouds Hourly.10,Clouds Hourly.11,UVI Current,UVI Hourly,UVI Hourly.1,UVI Hourly.2,UVI Hourly.3,UVI Hourly.4,UVI Hourly.5,UVI Hourly.6,UVI Hourly.7,UVI Hourly.8,UVI Hourly.9,UVI Hourly.10,UVI Hourly.11,POP Current,POP Hourly,POP Hourly.1,POP Hourly.2,POP Hourly.3,POP Hourly.4,POP Hourly.5,POP Hourly.6,POP Hourly.7,POP Hourly.8,POP Hourly.9,POP Hourly.10,POP Hourly.11,Label
8.8,8.8,9.34,10.27,11.84,13.75,16.72,18.68,20.28,21.69,22.24,21.87,21.22,100,100,100,100,100,100,100,100,100,100,99,99,99,0.0,0.0,0.0,0.0,0.17,0.42,0.69,0.85,0.85,0.61,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
20.59,20.59,19.78,18.93,19.02,20.1,21.88,23.38,24.33,24.71,24.87,24.78,24.35,100,100,100,99,98,95,94,94,100,100,100,100,100,0.0,0.0,0.0,0.0,0.27,0.57,0.82,0.87,0.6,0.35,0.17,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27.27,27.27,27.09,26.94,27.14,27.7,28.65,29.46,30.11,30.51,30.52,30.33,29.89,100,100,100,100,100,99,99,97,75,78,81,84,87,0.0,0.0,0.0,0.0,0.25,0.52,0.63,0.72,0.7,0.55,0.31,0.02,0.0,0.045,0.022,0.02,0.023,0.02,0.018,0.014000000000000002,0.004,0.002,0.002,0.002,0.002,0.002,False
29.64,29.64,29.61,29.64,30.13,31.05,31.87,32.23,32.5,32.77,32.97,33.13,33.06,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.19,0.36,0.51,0.55,0.48,0.31,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.43,32.43,32.2,32.09,32.32,32.67,33.06,33.4,33.53,33.73,33.78,33.48,33.06,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.15,0.24,0.32,0.42,0.4,0.28,0.12,0.04,0.0,0.004,0.0,0.0,0.0,0.008,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,False
32.29,32.29,32.38,32.52,32.92,33.39,33.93,34.12,34.29,34.38,34.41,34.16,33.42,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.71,0.6,0.43,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
34.75,34.75,34.23,32.79,31.96,32.4,33.49,34.25,34.61,34.74,34.47,33.42,30.99,100,100,97,91,76,62,45,41,18,16,13,11,10,0.0,0.0,0.0,0.0,0.31,0.64,0.94,1.06,0.97,0.68,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
31.19,31.19,31.17,31.05,31.01,31.66,32.79,33.58,34.39,35.11,35.35,34.57,32.68,100,100,100,100,99,94,82,70,10,8,14,19,26,0.0,0.0,0.0,0.05,0.3,0.6,1.0,1.13,1.02,0.72,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
29.61,29.61,29.44,29.32,30.24,32.16,34.74,36.16,36.57,36.68,37.06,36.88,35.85,100,100,99,81,64,56,56,63,100,100,100,100,100,0.0,0.0,0.0,0.1,0.36,0.73,0.98,1.09,0.82,0.43,0.21,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
33.84,33.84,33.48,33.06,33.15,33.66,33.91,34.14,34.41,34.77,34.68,34.18,32.31,100,100,96,91,89,89,87,88,87,72,64,56,57,0.0,0.0,0.0,0.07,0.27,0.69,1.08,1.19,1.07,0.75,0.41,0.12,0.0,0.028999999999999998,0.012,0.015,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.45,32.45,32.95,33.6,34.86,36.73,38.97,39.88,40.42,40.71,40.26,39.27,37.44,40,40,34,27,20,13,5,9,100,88,92,94,95,0.0,0.0,0.0,0.11,0.39,0.78,1.17,1.33,1.11,0.75,0.41,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
35.92,35.92,35.38,34.88,35.04,35.15,32.77,30.6,29.32,28.98,28.81,28.54,28.08,75,75,63,50,40,29,30,41,100,100,93,92,84,0.0,0.0,0.0,0.11,0.38,0.75,1.05,1.05,0.92,0.71,0.41,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27.99,27.99,28.02,28.13,28.85,30.04,31.48,32.04,32.43,32.72,32.68,32.13,30.85,100,100,83,66,48,30,13,12,7,5,5,5,5,0.0,0.0,0.0,0.13,0.42,0.84,1.23,1.41,1.26,0.89,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
22.05,22.05,23.13,24.26,26.1,28.92,32.61,34.29,35.44,36.14,35.74,34.23,32.61,0,0,1,2,4,5,5,5,2,2,2,2,2,0.0,0.0,0.0,0.13,0.44,0.89,1.29,1.46,1.3,0.93,0.47,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
24.48,24.48,26.47,28.49,30.76,33.21,35.8,36.09,36.55,36.95,37.09,37.09,36.81,100,100,85,68,50,31,12,11,2,3,2,2,3,0.0,0.0,0.0,0.14,0.45,0.91,1.32,1.51,1.36,0.97,0.49,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
26.22,26.22,27.81,29.35,31.33,33.75,36.25,36.91,37.36,37.36,37.2,36.43,35.33,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.1,0.29,0.51,0.76,0.84,0.9,0.59,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
29.98,29.98,30.42,30.9,32.23,34.81,38.37,39.31,40.5,40.55,40.66,40.19,39.11,40,40,52,64,75,88,100,100,100,100,100,100,100,0.0,0.0,0.0,0.13,0.38,0.75,1.13,1.32,1.2,0.81,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.63,32.63,32.76,33.12,33.91,35.42,36.7,37.58,38.32,38.41,38.16,37.27,36.81,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.0,0.16,0.44,0.77,1.2,1.08,1.29,0.69,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
41.77,41.77,40.93,40.62,40.41,40.37,40.32,39.69,41.61,42.93,41.79,41.56,41.74,100,100,100,100,99,99,99,100,74,82,88,91,93,0.0,0.0,0.0,0.06,0.08,0.21,0.74,1.0,1.28,0.66,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.032,0.022,0.018,0.023,0.019,0.019,0.015,False
33.04,33.04,32.79,32.34,32.2,32.2,32.54,33.06,33.39,33.67,33.37,32.7,31.8,100,100,100,100,100,100,100,100,99,99,98,98,98,0.0,0.0,0.0,0.1,0.15,0.35,0.89,1.27,1.28,0.93,0.46,0.15,0.0,0.08199999999999999,0.049,0.047,0.041999999999999996,0.045,0.027000000000000003,0.023,0.0,0.0,0.0,0.0,0.0,0.0,False
21.49,21.49,21.83,22.48,23.0,23.9,25.27,26.58,27.95,29.19,30.11,30.51,29.55,100,100,100,100,99,99,100,99,99,91,85,77,65,0.0,0.0,0.0,0.15,0.45,0.89,1.3,1.49,1.36,0.98,0.53,0.19,0.0,0.033,0.031,0.013000000000000001,0.004,0.004,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,True
24.87,24.87,25.52,25.99,26.28,26.13,26.47,27.03,27.97,28.99,29.77,30.31,30.7,100,100,98,98,98,98,94,94,100,97,96,97,97,0.0,0.0,0.0,0.15,0.44,0.84,1.18,1.41,1.38,1.01,0.56,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
29.46,29.46,29.12,28.78,28.85,29.16,29.68,30.2,30.58,30.83,31.01,31.05,30.56,100,100,84,74,67,63,62,68,100,100,100,100,100,0.0,0.0,0.0,0.17,0.5,0.93,1.29,1.4,1.23,0.86,0.48,0.17,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.005,0.005,0.004,0.001,0.001,False
23.77,23.77,24.1,24.35,24.76,25.11,25.38,25.34,25.34,25.57,25.97,26.17,26.08,100,100,97,95,95,94,95,96,88,53,42,53,63,0.0,0.0,0.0,0.18,0.55,1.06,1.5,1.69,1.55,1.12,0.61,0.21,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
24.49,24.49,24.82,25.36,26.73,29.57,33.01,34.2,35.06,35.58,35.26,34.61,34.07,100,100,100,100,99,95,93,92,80,81,86,90,92,0.0,0.0,0.0,0.16,0.47,0.67,0.96,1.55,1.41,1.0,0.55,0.17,0.0,0.0,0.007000000000000001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
27.28,27.28,26.29,25.03,23.79,22.71,22.3,23.09,24.12,24.82,25.16,24.91,24.33,100,100,93,91,90,90,90,91,100,100,100,100,100,0.0,0.0,0.0,0.18,0.5,0.9,1.25,1.38,1.23,0.8,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
15.13,15.13,15.15,14.81,14.36,13.87,13.59,13.89,14.41,15.04,15.64,16.18,16.3,100,100,98,93,88,87,87,90,100,100,100,100,100,0.0,0.0,0.0,0.15,0.41,0.72,1.03,1.1,1.08,0.85,0.49,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12.79,12.79,13.39,14.45,16.29,18.75,21.69,23.43,25.39,27.16,28.47,28.99,28.87,100,100,99,99,99,98,99,99,100,100,100,100,100,0.0,0.0,0.0,0.11,0.29,0.56,0.63,0.69,0.75,0.69,0.44,0.18,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,True
26.04,26.04,26.31,26.46,26.73,27.0,27.25,27.68,28.38,29.17,29.7,29.97,29.52,100,100,100,100,100,100,99,99,93,82,68,55,46,0.0,0.0,0.0,0.18,0.49,0.89,1.26,1.43,1.32,0.97,0.56,0.22,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
20.28,20.28,21.07,22.01,23.59,25.65,27.95,28.65,29.07,29.03,28.67,28.31,27.91,0,0,15,26,29,31,34,30,30,23,20,21,20,0.0,0.0,0.0,0.21,0.58,1.03,1.44,1.61,1.45,1.07,0.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
24.91,24.91,25.92,27.21,29.19,31.78,35.31,37.44,38.53,38.61,38.5,37.96,36.45,100,100,89,84,77,66,49,43,18,12,10,10,10,0.0,0.0,0.0,0.22,0.59,1.07,1.42,1.6,1.49,1.1,0.61,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
32.18,32.18,31.82,31.66,32.34,33.84,35.73,36.52,37.17,37.13,36.68,35.87,34.27,40,40,52,64,75,86,94,91,47,36,57,63,55,0.0,0.0,0.0,0.18,0.52,1.0,1.35,1.64,1.5,1.12,0.64,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
33.22,33.22,32.95,32.88,33.8,35.51,37.54,38.55,39.22,40.19,40.57,40.32,39.16,100,100,85,70,51,33,15,15,11,11,21,34,47,0.0,0.0,0.0,0.24,0.63,1.13,1.57,1.79,1.63,1.22,0.69,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
21.43,21.43,21.09,20.66,20.26,19.6,18.73,18.39,18.14,17.87,17.62,17.46,17.37,100,100,100,100,100,100,100,100,99,92,79,64,52,0.0,0.0,0.0,0.19,0.58,1.11,1.48,1.66,1.54,1.17,0.69,0.28,0.0,0.059,0.039,0.034999999999999996,0.034999999999999996,0.018,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0,True
13.01,13.01,13.75,15.01,17.67,22.08,27.84,30.88,33.3,34.97,35.82,36.14,35.83,0,0,6,17,22,26,30,32,77,88,92,93,88,0.0,0.0,0.0,0.25,0.63,1.11,1.5,1.68,1.59,1.16,0.64,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
34.36,34.36,34.21,34.25,34.68,35.24,35.98,36.55,37.02,37.2,37.29,36.97,35.62,75,75,80,83,79,77,82,85,100,100,99,91,92,0.0,0.0,0.0,0.27,0.65,1.19,1.5,1.66,1.62,1.1,0.63,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
25.29,25.29,26.33,27.93,30.83,34.79,39.51,41.52,43.52,45.18,45.64,45.43,44.47,40,40,52,64,76,88,100,100,81,55,41,34,29,0.0,0.0,0.0,0.23,0.47,0.7,1.17,1.66,1.49,1.26,0.77,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
32.54,32.54,32.94,33.55,34.52,35.38,35.58,35.6,34.77,34.57,33.13,31.93,29.98,40,40,52,64,76,88,93,93,100,100,100,100,100,0.0,0.0,0.0,0.24,0.67,1.18,1.8,1.98,1.76,1.04,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.03,0.072,True
6.49,6.49,6.89,7.21,7.59,8.26,9.66,11.14,12.42,13.93,15.17,15.78,15.85,100,100,100,100,100,98,99,98,100,98,96,97,98,0.0,0.0,0.0,0.28,0.7,1.21,1.63,1.78,1.66,1.25,0.76,0.32,0.0,0.015,0.008,0.008,0.008,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
5.52,5.52,6.53,8.01,10.04,12.83,16.54,18.68,20.71,22.23,22.82,23.54,25.0,0,0,19,38,57,77,97,98,100,97,98,98,99,0.0,0.0,0.0,0.31,0.78,1.06,1.49,1.82,1.78,1.32,0.85,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
24.62,24.62,25.72,27.79,31.06,35.01,39.51,40.95,42.37,43.43,43.92,43.83,43.16,0,0,2,4,7,8,9,12,11,10,23,19,16,0.0,0.0,0.0,0.36,0.91,1.62,2.23,2.46,2.13,1.5,1.0,0.41,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
34.52,34.52,34.5,34.75,35.64,36.88,38.34,39.16,39.58,39.52,38.19,37.15,36.41,75,75,62,56,61,66,71,68,100,100,100,100,100,0.0,0.0,0.0,0.35,0.88,1.3,1.82,2.17,1.81,1.4,0.74,0.28,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
36.66,36.66,36.79,36.97,37.8,38.97,39.6,40.24,40.89,42.21,42.31,42.69,44.38,100,100,100,100,97,97,97,98,100,100,100,100,100,0.0,0.0,0.0,0.2,0.77,0.9,0.78,0.78,0.71,0.45,0.27,0.17,0.03,0.0,0.017,0.008,0.0,0.0,0.0,0.0,0.007000000000000001,0.018,0.023,0.03,0.033,0.079,False
35.35,35.35,35.38,35.33,35.19,35.1,34.95,35.35,35.67,36.52,37.02,36.77,36.86,40,40,48,60,72,84,90,91,100,100,100,100,100,0.0,0.0,0.0,0.28,0.77,1.4,1.7,2.1,1.74,1.45,0.9,0.38,0.09,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.016,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.016,0.004,True
25.41,25.41,26.22,27.37,28.78,30.34,32.2,32.76,33.13,33.15,32.74,32.09,31.53,40,40,44,40,33,25,19,21,98,99,99,100,100,0.0,0.0,0.09,0.36,0.87,1.43,1.97,2.13,1.97,1.46,0.95,0.42,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
29.71,29.71,30.18,30.99,32.11,33.33,34.59,34.86,35.22,35.55,35.4,35.31,35.1,20,20,16,12,8,4,0,0,6,28,51,63,70,0.0,0.0,0.09,0.38,0.92,1.56,2.08,2.25,1.93,1.32,0.84,0.37,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
36.48,36.48,36.46,36.66,37.26,38.32,39.74,41.58,42.22,41.47,40.19,39.79,39.24,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.06,0.25,0.54,1.21,1.5,1.65,1.35,1.25,0.86,0.32,0.09,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.001,0.0,0.0,0.0,True
